label,message,message_length
0,hey leave friday wait ask superior tell,39
0,know result,11
0,long time remember today,24
0,hows loverboy keeps coming queen hmmm doesnt ache speak miss desparately,72
0,guys go see movies side,23
0,dont show far put new pictures facebook,39
0,engalnd telly decided wont let watch mia elliot kissing damn,60
0,howz painhope u r fine,22
1,goal arsenal 4 henry 7 v liverpool 2 henry scores simple shot 6 yards pass bergkamp give arsenal 2 goal margin 78 mins,118
0,ok,2
0,new years plans,15
0,yes ammaelife takes lot turns sit try hold steering,51
0,rofl true name,14
0,dint touch,10
1,2nd time tried contact u u £400 prize 2 claim easy call 087104711148 10p per minute btnationalrate,98
1,mobile 11 months u r entitled update latest colour mobiles camera free call mobile update co free 08002986030,109
1,get 3 lions england tone reply lionm 4 mono lionp 4 poly 4 go 2 wwwringtonescouk original n best tones 3gbp network operator rates apply,136
1,ur going 2 bahamas callfreefone 08081560665 speak live operator claim either bahamas cruise of£2000 cash 18only opt txt x 07786200117,133
0,come guoyang go n tell u told,29
0,said gonna snow start around 8 9 pm tonite predicting inch accumulation,71
0,ya toldshe asking wats matter,29
0,great p diddy neighbor comes toothpaste every morning,53
0,yes one woman man please tell likes dislikes bed,48
0,babe got enough money pick bread milk ill give back get home,60
0,ok lar joking wif u oni,23
0,hey almost forgot happy bday babe love ya,41
0,uncles atlanta wish guys great semester,39
0,great never better day gives even reasons thank god,51
0,went ur hon lab one,19
0,little darlings far week need coffee run tomocant believe time week already …,77
0,pls wont belive godnot jesus,28
0,oh thanks loti already bought 2 eggs,36
0,chikku nt yet ya im free,24
0,whens radio show,16
0,wen u miss someone person definitely special u person special miss keepintouch gdeve,84
0,dont worry easy ingredients,27
0,goodnight sleep well da please take care pa please,50
0,free call sir,13
0,heard week,10
0,much got cleaning,17
0,guy flash go call call madam take care oh,41
0,hey elaine todays meeting still,31
0,enufcredeit tocallshall ileave uni 6 get bus yor house,54
0,guys asking get slippers gone last year,39
0,lol u still feeling sick,24
0,broke list reasons nobodys town cant tell shes sarcastic faggy,62
0,say thanks2,11
0,great run ttyl,14
0,okay well thanks clarification,30
0,okay ive seen pick friday,25
0,jay snickering tells x totally fucking chords speak,51
0,good morning dear great amp successful day,42
1,freemsg claim ur 250 sms messagestext ok 84025 nowuse web2mobile 2 ur mates etc join txt250com 150pwk tc box139 la32wu 16 remove txtx stop,138
0,yo way could pick something tonight,35
0,ok give 5 minutes think see btw youre alibi cutting hair whole time,67
1,urgent please call 09061213237 landline £5000 cash luxury 4 canary islands holiday await collection tcs sae po box 177 m227xy 150ppm 16,135
0,usually person unconscious thats children adults may behave abnormally ill call,79
0,guess wants alone time could show watch,39
0,edison rightly said fool ask questions wise man answer know us speechless viva gmgngegnt,88
0,made payments dont much sorry would want fedex way,50
1,next month get upto 50 calls 4 ur standard network charge 2 activate call 9061100010 c wire3net 1st4terms pobox84 m26 3uz cost £150 min mobcudb,143
0,sir goodmorning free call,25
0,get ready ltgt inches pleasure,30
1,18 days euro2004 kickoff u kept informed latest news results daily unsubscribe send get euro stop 83222,103
0,thts gods gift birds humans hav natural gift frm god,52
0,send bec temple na,18
0,geeeee love much barely stand,29
0,omg joanna freaking shes looked thru friends find photos shes asking stuff myspace havent even logged like year,111
0,whats want come online,22
1,boltblue tones 150p reply poly mono eg poly3 1 cha cha slide 2 yeah 3 slow jamz 6 toxic 8 come stop 4 tones txt,111
0,train back northampton im afraid im staying skyving today ho ho around wednesday though fancy comedy club week way,114
0,yes meet town cos go gep home could text bus stop dont worry well finished march … ish,86
0,sorry man accidentally left phone silent last night didnt check til got,71
0,stop story ive told ive returned hes saying order,49
0,,0
0,thats cool gentleman treat dignity respect,42
0,im work please call,19
0,information ikea spelled caps yelling thought left sitting bed among mess came said going got home class please dont try bullshit makes want listen less,152
0,done handed celebrations full swing yet,39
0,hey tmr meet bugis 930,22
0,ok lar u sleep early nite,25
0,dunno lei like dun haf,22
0,walked moms right stagwood pass right winterstone left victors hill address ltgt,80
0,wn u r hurt prsn close 2 u fight wit dem coz somtimes dis fight saves relation bt quiet leaves nothin relation gud eveb,119
1,dont b floppy b snappy happy gay chat service photo upload call 08718730666 10pmin 2 stop texts call 08712460324,112
1,england v macedonia dont miss goalsteam news txt ur national team 87077 eg england 87077 trywales scotland 4txtú120 poboxox36504w45wq 16,136
1,twinks bears scallies skins jocks calling dont miss weekends fun call 08712466669 10pmin 2 stop texts call 08712460324nat rate,126
0,honeybee said im sweetest world god laughed amp said waitu havnt met person reading msg moral even god crack jokes gmgngegn,123
0,u know watchin lido,19
0,wasnt paying attention,22
0,horrible bf v hungry,20
0,finished eating got u plate leftovers time,42
0,kay since already,17
0,grandmas oh dear u still ill felt shit morning think hungover another night leave sat,85
1,congratulations thanks good friend u £2000 xmas prize 2 claim easy call 08718726978 10p per minute btnationalrate,113
0,home always chat,16
0,thats rude campus,17
0,open rebtel firefox loads put plus sign user name place show two numbers lower number number pick number pin display okay,121
0,hm good morning headache anyone,31
0,shuhui bought rons present swatch watch,39
0,mmm yummy babe nice jolt suzy,29
0,alright hooked guys,19
0,hamster dead hey tmr meet 1pm orchard mrt,41
0,late,4
0,oh fuck juswoke bed boatin docks slept wid 25 year old spinout giv u da gossip l8r xxx,86
0,dear free messages without recharge hi hi hi,44
0,may b approve panalambut posts,30
0,keep safe need miss already envy everyone sees real life,56
1,u secret admirer reveal thinks u r special call 09065174042 opt reply reveal stop 150 per msg recd cust care 07821230901,120
1,recieve tone within next 24hrs terms conditions please see channel u teletext pg 750,84
0,let snow let snow kind weather brings ppl together friendships grow,67
1,85233 freeringtonereply real,28
0,hope great day,14
0,solve case man found murdered ltdecimalgt ltgt afternoon 1his wife called police 2police questioned everyone 3wife siri sleeping murder took place 4cook cooking 5gardener picking vegetables 6housemaid went 2 post office 7children went 2 play 8neighbour went 2 marriage police arrested murderer immediately whos reply reason u r brilliant,337
0,tot group mate lucky havent reply wat time ü need leave,55
0,k ill head mins see,19
0,stalking u,10
0,spoke uncle john today strongly feels need sacrifice keep hes going call beg listen dont make promises make clear things easy need please let us work things long keep expecting help creativity stifled pls keep happy promises part,229
0,hoping enjoyed game yesterday sorry ive touch pls know fondly bein thot great week abiola,89
0,alright see bit,15
0,okay shining meant signing sounds better,40
0,got called tool,15
0,yet chikkugoing room nw im bus,30
0,abt making pics bigger,22
1,5 free top polyphonic tones call 087018728737 national rate get toppoly tune sent every week text subpoly 81618 £3 per pole unsub 08718727870,141
0,hey booked kb sat already lessons going ah keep sat night free need meet confirm lodging,88
0,little difficult simple way enter place,39
0,lol please actually send pic right wanna see pose comb hair dryer something,75
0,oh k kbut big hitteranyway good,31
0,way ur home,11
0,ok problem u frm wats matter,28
1,1 new voicemail please call 08719181513,39
0,kothi print marandratha,23
0,hi dis yijue would happy work wif ü gek1510,43
0,started searching get job dayshe great potential talent,55
0,comingdown later,16
0,sign maturity start saying big things actually start understanding small things nice evening bslvyl,99
0,thats cool hell night lemme know youre around,45
0,kkwhere youhow performed,24
0,yeah dont go bed ill back midnight,34
0,jesus christ bitch im trying give drugs answer fucking phone,60
0,got ltgt,8
0,get,3
0,ltgt pple marry lovers becz hav gud undrstndng dat avoids problems sent dis 2 u u wil get gud news friday person like tomorrow best day life dont break chain break suffer send ltgt frnds ltgt mins whn u read,207
0,hmm many unfortunately pics obviously arent hot cakes kinda fun tho,67
0,love u 2 babe r u sure everything alrite idiot txt bak girlie,61
0,yar lor wan 2 go c horse racing today mah eat earlier lor ate chicken rice u,76
0,oh forwarded message thought send,33
0,happen dear tell,16
0,eat jap done oso aft ur lect wat ü got lect 12 rite,51
0,quite lor dun tell wait get complacent,38
0,im gonnamissu muchi would say il send u postcard buttheres aboutas much chance merememberin asthere ofsi breakin contract luv yaxx,130
1,six chances win cash 100 20000 pounds txt csh11 send 87575 cost 150pday 6days 16 tsandcs apply reply hl 4 info,110
0,boys made fun today ok problem sent one message fun,51
0,hidid asked waheeda fathima leave,33
0,mmmmmmm snuggles deep contented sigh whispers fucking love much barely stand,76
0,fyi im usf swing room whenever,30
0,u wana see,10
0,ok,2
0,yep get program youre slacking,30
1,last chance claim ur £150 worth discount vouchers today text shop 85023 savamob offers mobile cs savamob pobox84 m263uz £300 sub 16,131
0,ü dun wan watch infernal affair,31
0,exactly anyways far jide study visiting,39
1,shop till u drop either 10k 5k £500 cash £100 travel voucher call 09064011000 ntt po box cr01327bt fixedline cost 150ppm mobile vary,132
0,thanks ill keep mind,20
0,fineabsolutly fine,18
0,hi hope u r ok said would text hasnt u seen let gently please,61
0,headin towards busetop,22
0,hospital da return home evening,31
0,lost 4 pounds since doc visit last week woot woot im gonna celebrate stuffing face,82
0,hows pain deary r u smiling,27
0,1 go write msg 2 put dictionary mode 3cover screen hand 4press ltgt 5gently remove ur hand interesting,102
0,ü wan go c doctor,17
0,okie scared u say fat u dun wan already,39
0,well general price ltgt oz let know ifwhenhow much want,55
0,hi moved in2 pub would great 2 c u u cud come,45
0,home way,8
0,saw messageit k da,18
0,god blessget good sleep deari pray,34
0,hmmmkbut want change field quickly dai wanna get system administrator network administrator,91
0,well im going aunty,19
1,december mobile 11mths entitled update latest colour camera mobile free call mobile update co free 08002986906,110
0,hello r u im bored inever thought id get bored tv tell something exciting happened anything,91
0,worry im sure youll get,23
0,didnt work oh ok goodnight ill fix ready time wake dearly missed good night sleep,81
0,jus reached home go bathe first sis using net tell u finishes k,63
0,ambrithmaduraimet u arun dha marrgeremembr,42
0,ages hows abj,13
0,purity friendship two smiling reading forwarded messageits smiling seeing name gud evng musthu,94
0,yesfrom last week im taking live call,37
0,id onluy matters getting offcampus,34
0,hoping get away 7 langport still town tonight,45
0,thank much skyped wit kz sura didnt get pleasure company hope good weve given ultimatum oh countin aburo enjoy message sent days ago,132
0,sounds good fingers makes difficult type,40
0,go walmart ill stay,19
0,thanx 4 2day u r goodmate think ur rite sary asusual1 u cheered love u franyxxxxx,81
0,thats ok popped ask bout something said youd around tonght wen girl comes,73
0,tell something thats okay,25
0,see requirements please,23
0,september,9
1,get 3 lions england tone reply lionm 4 mono lionp 4 poly 4 go 2 wwwringtonescouk original n best tones 3gbp network operator rates apply,136
0,wat happened cruise thing,25
0,two cartons u pleased shelves,29
1,wont believe true incredible txts reply g learn truly amazing things blow mind o2fwd 18ptxt,91
1,free tones hope enjoyed new content text stop 61610 unsubscribe help08712400602450p provided tones2youcouk,106
0,im taking derek amp taylor walmart im back time youre done leave mouse desk ill text priscillas ready,101
1,urgent mobile 077xxx £2000 bonus caller prize 020603 2nd attempt reach call 09066362206 asap box97n7qp 150ppm,109
0,gram usually runs like ltgt half eighth smarter though gets almost whole second gram ltgt,89
0,oh oh den muz change plan liao go back yan jiu,46
0,first answer question,21
1,xclusiveclubsaisai 2morow 285 soiree speciale zouk nichols parisfree roses 2 ladies info 0794674629107880867867,111
0,kkfrom tomorrow onwards started ah,34
0,hurt tease make cry end life die plz keep one rose grave say stupid miss u nice day bslvyl,90
0,thank much skyped wit kz sura didnt get pleasure company hope good weve given ultimatum oh countin aburo enjoy,110
0,uncle g checking rewarding month,32
0,heehee funny tho,16
0,nokia phone lovly,17
1,urgent trying contact u todays draw shows £800 prize guaranteed call 09050000460 land line claim j89 po box245c2150pm,117
0,anytime lor,11
0,pls make note shes exposed also find school anyone else vomiting dog cat house let know later,93
0,make lasagna vodka,18
0,call like ltgt times oh give us hypertension oh,47
0,cool time think get,19
0,forgot working today wanna chat things ok drop text youre free bored etc ill ring hope well nose essay xx,105
1,3 free tarot texts find love life try 3 free text chance 85555 16 3 free msgs £150,82
0,u call,6
0,idc get weaseling way shit twice row,36
0,sorry dude dont know forgot even dan reminded sorry hope guys fun,65
0,lets make saturday monday per convenience,41
0,cool shall go see go tip anyway home got something drop later lets go town tonight maybe mum take us,100
0,yeh indians nice tho kane bit shud go 4 drink sometime soon mite hav 2 go 2 da works 4 laugh soon love pete x x,111
0,come u got nothing,18
1,bangbabes ur order way u receive service msg 2 download ur content u goto wap bangb tv ur mobile internetservice menu,117
1,themob check newest selection content games tones gossip babes sport keep mobile fit funky text wap 82468,105
0,rats hey u ever vote next themes,32
0,rose redred bloodblood heartheart u u send tis ur friends including u like u get back 1u r poor relation 2u need 1 support 3u r frnd 2 many 4some1 luvs u 5 some1 praying god marry u try,185
0,havent found way get another app phone eh go net cafe take job geeee need babe crave see,88
0,got things may pub later,24
0,aww must nearly deadwell jez iscoming todo workand whilltake forever,68
0,really gooddhanush rocks,24
0,hello got st andrewsboy long way cold keep posted,49
0,seems unnecessarily affectionate,32
0,r going ltgt bus,16
0,hi love goes day fuck morning woke dropped cell way stairs seems alright phews miss,83
1,win urgent mobile number awarded £2000 prize guaranteed call 09061790121 land line claim 3030 valid 12hrs 150ppm,112
0,simple arithmetic percentages,29
0,got video tape pple type message lor u free wan 2 help hee cos noe u wan 2 watch infernal affairs ask u along asking shuhui oso,127
0,okie,4
0,ugh long day im exhausted want cuddle take nap,46
0,ok thk got u wan 2 come wat,27
1,would like see xxx pics hot nearly banned uk,44
0,went attend another two rounds todaybut still didt reach home,61
0,cos lar im ba dao ok 1 pm lor u never ask go ah said u would ask fri said u ask today,85
0,carlos says pick later yeah set,31
0,hmm thinking lor,16
0,yun buying school got offer 2000 plus,37
0,shes good r u working,21
0,cant feel nauseous im pissed didnt eat sweets week cause today planning pig dieting week im hungry,98
0,dont quite know still cant get hold anyone cud pick bout 730pm see theyre pub,77
1,449071512431 urgent 2nd attempt contact uu £1250 call 09071512433 b4 050703 tcsbcm4235wc1n3xx callcost 150ppm mobilesvary max£7 50,130
0,dawhats plan,12
0,men always needs beautiful intelligent caring loving adjustable cooperative wife law allows one wife,100
1,urgent mobile number awarded £2000 prize guaranteed call 09058094455 land line claim 3030 valid 12hrs,101
0,text get dont call phones problems,34
1,sorry u unsubscribe yet mob offer package min term 54 weeks pls resubmit request expiry reply themob help 4 info,112
0,ever green quote ever told jerry cartoon person irritates u always one loves u vry much fails express gud nyt,109
0,opinion 1 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 matured 8 stylish 9 simple pls reply,101
0,mm food da,10
0,carlos says hell mu ltgt minutes,32
0,great safe trip dont panic surrender,36
0,nite nite pocay wocay luv u n e thing 4eva promise ring u 2morrowxxxx,69
0,goin workout lor muz lose e fats,32
0,sorry sir call tomorrow senthilhsbc,35
0,doinghow,8
0,thats fine got enough bud last night least,42
0,want please inside outside bedroom,34
0,collect ur laptop,17
0,yes know cheesy songs frosty snowman,36
0,oh thats late well good night give u call tomorrow iam going go sleep night night,81
0,daily text – favour time,24
0,ok lor msg b4 u call,20
0,come aftr ltdecimalgt cleaning house,36
0,love hope anything drastic dont dare sell pc phone,50
0,hey babe sorry didnt get sooner gary come fix cause thinks knows doesnt go far ptbo says cost ltgt bucks dont know might cheaper find someone dont second hand machines right let know want babe,192
0,chile please ltdecimalgt hour drive come time subletting febapril audition season,81
0,tomarrow want got court ltdecimalgt come bus stand 9,52
0,want sent ltgt mesages today thats sorry hurts,46
0,u meet fren dun wan meet ah muz b guy rite,42
0,sthis increase chance winning,29
0,keep payasam rinu brings,24
0,wat makes u thk ill fall actually thk im quite prone 2 falls lucky dad home ask come n fetch already,100
0,ok ksry knw 2 sivatats askd,27
0,reach ur home ltgt minutes,26
0,sent maga money yesterday oh,28
0,sir waiting letter,18
0,fyi im gonna call sporadically starting like ltgt bc doin shit,62
0,call ltgt min thats ok,22
0,well thats nice bad cant eat,28
0,sorry ill call later,20
0,enjoy showers possessiveness poured u ur loved ones bcoz world lies golden gift loved truly,91
0,nojst change tat,16
0,god asked forgiveness little child gave lovely reply wonderful fruit tree gives hurt stone good night,101
0,east coast,10
0,hi darlin im way london smashed another driver big dent im really missing u u xxx,81
1,free msgwe billed mobile number mistake shortcode 83332please call 08081263000 charges refundedthis call free bt landline,121
0,hit move,8
0,free call pa,12
0,got itmail panren paru,22
0,itll tough ill,14
0,u still painting ur wall,24
0,really need 2 kiss u miss u baby ur baby 4eva,45
1,someonone know trying contact via dating service find could call mobile landline 09064015307 box334sk38ch,105
0,think sent text home phone cant display texts still want send number,68
0,many happy returns day wish happy birthday,42
0,shall ask one thing dont mistake,32
0,send naughty pix,16
1,important customer service announcement call freephone 0800 542 0825,68
1,customer service announcement recently tried make delivery unable please call 07090298926 reschedule ref9307622,111
0,im smoking people use wylie smokes much justify ruining shit,60
0,im snowboarding trip wondering planning get everyone together befor goa meet greet kind affair cheers,101
1,forwarded 448712404000please call 08712404000 immediately urgent message waiting,80
0,gud ni8 dearslp welltake careswt dreamsmuah,43
0,din tell u jus 420,18
0,womdarfull actor,16
0,hope great new semester wish best made greatness,48
0,anything lor go go lor,22
0,princess kitty shaved natural,29
0,lunchyou onlinewhy,18
0,tick tick tick could die loneliness know pouts stomps feet need,63
0,haha really oh deduct lesson tmr,32
0,2 laptop noe infra slow lar wan fast one,40
0,dont want leave im barely stay sane fighting constantly isnt helping,68
0,update face book status frequently,34
0,hello damn christmas thing think decided keep mp3 doesnt work,61
0,im office call ltgt min,23
0,mystery solved opened email hes sent another batch isnt sweetie,63
1,hi babe jordan r u im home abroad lonely text back u wanna chat xxsp visionsmscom text stop stopcost 150p 08712400603,117
0,needs stop going bed make fucking dealing,41
0,dont respond imma assume youre still asleep imma start calling n shit,69
0,sorry mates phone didnt write love kate,39
0,blankets sufficient thx,23
0,good afternoon love goes day sleep hope well boytoy think,57
0,got shitload diamonds though,28
0,know god created gap fingers one made comes amp fills gaps holding hand love,76
1,bored housewives chat n date 08717507711 btnational rate 10pmin landlines,73
0,school starting stay whats weather like food social support system like friends school things important,103
0,thanx 4 sending home,20
0,hope arnt pissed id would really like see tomorrow love xxxxxxxxxxxxxx,70
0,good evening sir al salam wahleykkumsharing happy newsby grace god got offer tayseertissco joinedhope fineinshah allahmeet sometimerakheshvisitor india,151
0,ill b going 2 sch mon sis need 2 take smth,42
0,valentine game send dis msg ur friends 5 answers r someone really loves u ques colour suits best,96
0,big brother‘s really scraped barrel shower social misfits,57
0,hiwhat think match,18
0,stop however suggest stays someone able give ors every stool,60
0,ill mu like ltgt seconds,24
0,dunno close oredi ü v fan,25
0,yeshere tv always available work place,38
0,trying figure im suppose see couple different people week said wed get together didnt set dates,95
1,congratulations ur awarded 500 cd vouchers 125gift guaranteed free entry 2 100 wkly draw txt music 87066 tncs wwwldewcom1win150ppmx3age16,137
1,forwarded 21870000hi mailbox messaging sms alert 4 messages 21 matches please call back 09056242159 retrieve messages matches,125
0,send someone else,17
0,good time nice something bit different weekends change see ya soon,66
0,lots used ones babe model doesnt help youi bring hell match,59
0,shopping eh ger toking abt syd lehhaha,38
0,hahahause brain dear,20
0,sweet well princess please tell likes dislikes bed,50
0,stupidits possible,18
0,holy living christ taking long,30
0,prakesh know,12
0,parents kidz friends n colleagues screaming surprise waiting sofa naked,71
0,doesnt g class early tomorrow thus shouldnt trying smoke ltgt,61
0,shall send exe mail id,22
0,ok,2
0,ü called dad oredi,18
1,customer service annoncement new years delivery waiting please call 07046744435 arrange delivery,96
0,haha figures well found piece priscillas bowl,45
0,got meh,7
0,date sunday,11
0,try neva mate,13
0,sorry left phone upstairs ok might hectic would birds one fell swoop date,73
0,huh got lesson 4 lei n thinkin going sch earlier n tot parkin kent vale,71
0,sorry ill call later,20
0,love ass enjoy doggy style,26
0,cant pick phone right pls send message,38
0,time u get,10
0,ya one slow poo,15
0,use soc use home ü dunno 2 type word ar,39
0,dont look back building coat dont want get sick hurry home wear coat gym,72
0,taking italian food pretty dress panties,40
0,today song dedicated day song u dedicate send ur valuable frnds first rply,74
0,still grand prix,16
0,draw vai dont think,19
0,nothing really making sure everybodys speed,43
0,called one pick e phone ask already said ok,43
0,per request melle melle oru minnaminunginte nurungu vettam set callertune callers press 9 copy friends callertune,113
0,gonna ring weekend wot,22
0,house e sky quite dark liao raining got excuse 2 run already rite hee,69
1,500 free text msgs text ok 80488 well credit account,52
0,ltgt bucks banks fees fixed better call bank find,49
0,plans yet,9
0,great getting worried know wonderful caring person like best life know u r wonderful gods love,94
0,üll submitting da project tmr rite,34
0,nt joking seriously told,24
0,nah dont think goes usf lives around though,43
0,ok r meeting later,18
0,xmas story peace xmas msg love xmas miracle jesus hav blessed month ahead amp wish u merry xmas,95
0,need lar go engin cos sis arts today,36
0,purity friendship two smiling reading forwarded messageits smiling seeing name gud evng musthu,94
0,beauty life next second hides thousands secrets wish every second wonderful ur life gud n8,90
0,well welp sort semiobscure internet thing,41
0,aiyah u ok already lar e nydc wheellock,39
0,big god bring success,21
0,never try alone take weight tear comes ur heart falls ur eyes always remember stupid friend share bslvyl,104
0,bring got,9
1,dear 0776xxxxxxx uve invited xchat final attempt contact u txt chat 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18yrs,120
0,happened adventuring,20
0,dear reached railway happen,27
0,didnt get ur full msgsometext missing send,42
0,gettin bit arty collages mo well tryin 2 ne way got roast min lovely shall enjoy,80
0,dude fakemy frnds got money thts im reffering uif u member wit mail link u vl credited ltgt rs il getiing ltgt rsi draw acc wen ltgt rs,135
0,carry disturbing,16
0,kkim going tirunelvali week see uncle already spend amount taking dress want moneyi give feb 1,94
0,yeah imma come cause jay wants drugs,36
0,gonna go get tacos,18
0,1s reach home call,18
0,thats fine ill bitch later,26
1,december mobile 11mths entitled update latest colour camera mobile free call mobile update vco free 08002986906,111
0,2 docs appointments next week im tired shoving stuff ugh couldnt normal body,76
0,k roommate also wants dubsack another friend may also want plan bringing extra ill tell know sure,97
0,take care n get well soon,25
0,laid airtel line rest,21
0,spoons okay,11
1,hot n horny willing live local text reply hear strt back 150p per msg netcollex ltdhelpdesk 02085076972 reply stop end,118
0,wat time liao still got,23
0,ugh got outta class,19
1,sunshine quiz win super sony dvd recorder canname capital australia text mquiz 82277 b,86
1,1 polyphonic tone 4 ur mob every week txt pt2 87575 1st tone free get txtin tell ur friends 150ptone 16 reply hl 4info,118
0,call get chance plz lt3,23
0,7 go ok na,10
0,ya nice ready thursday,22
0,idea,4
1,sexy sexy cum text im wet warm ready porn u fun msg free recd msgs 150p inc vat 2 cancel text stop,98
0,oh thkin goin yogasana 10 den nd go 3 den rush parco 4 nb okie lor u call ready,79
1,guaranteed latest nokia phone 40gb ipod mp3 player £500 prize txt word collect 83355 ibhltd ldnw15h 150pmtmsgrcvd18,115
0,monthly amount terrible pay anything till 6months finishing school,66
0,lmaonice 1,10
0,hard believe things like say lie think twice saying anything,60
0,baskets gettin full might tonight,33
0,poking man everyday teach canada abi saying hi,46
0,oh yeah forgot u take 2 shopping,32
1,rgent 2nd attempt contact uu £1250 call 09071512433 b4 050703 tcsbcm4235wc1n3xx callcost 150ppm mobilesvary max£7 50,116
1,freemsg 1month unlimited free calls activate smartcall txt call 68866 subscriptn3gbpwk unlimited calls help 08448714184 stoptxt stop landlineonly,145
0,plz note anyone calling mobile co amp asks u type ltgt ltgt disconnect callcoz iz attempt terrorist make use sim card itz confirmd nokia n motorola n verified cnn ibn,166
0,hey guy know breathing neck get bud anyway youd able get half track usf tonight,79
0,huh means computational science like dat one push n,51
0,one,3
0,well give cos said didn‘t one nighters persevered found one cheap apologise advance somewhere sleep isnt,104
0,tell rob mack gf theater,24
0,beautiful truth gravity read carefully heart feels light someone feels heavy someone leaves good night,102
1,congrats 2 mobile 3g videophones r call 09061744553 videochat wid ur mates play java games dload polyh music noline rentl bx420 ip4 5we 150pm,141
0,need say anything know outsider,31
0,im eatin lor goin back work soon e mountain deer show huh watch b4 liao nice,76
1,urgent trying contact last weekends draw shows u £1000 prize guaranteed call 09064017295 claim code k52 valid 12hrs 150p pm,123
0,dont forget though love walk beside watching keeping heart warm,63
0,haha thinkin,12
0,pls dont play others life,25
0,stop knowing well,17
1,winner specially selected receive £1000 cash £2000 award speak live operator claim call 087123002209am7pm cost 10p,114
0,realy sorryi dont recognise number confused r u please,54
0,oh get paid outstanding one commercial hasbroin august made us jump many hoops get paid still,93
0,im back amp packing car ill let know theres room,48
0,dun cut short leh u dun like ah failed shes quite sad,53
0,monday next week give full gist,31
0,u get pic msgs phone,20
1,1000s flirting txt girl bloke ur name age eg girl zoe 18 8007 join get chatting,79
0,ha ha nan yalrigu heltiniiyo kothi chikku u shared many things wit meso far didnt told body even uttered word abt u ur trusting much tell others plz nxt time dont use words meok chikkub,185
0,ive sent ü part,15
0,ü wait 4 bus stop aft ur lect lar dun c ü go get car come back n pick ü,71
0,joys father john john name joys father mandan,45
0,gr8 see message r u leaving congrats dear school wat r ur plans,63
0,cant pick phone right pls send message,38
0,think still car,15
0,hey hey werethe monkeespeople say monkeyaround howdy gorgeous howu doin foundurself jobyet sausagelove jen xxx,110
0,yo gonna still stock tomorrowtoday im trying get dubsack,56
0,yeah totes u wanna,18
0,hello per request ltgt rs5 transfered,37
0,maybe woke fucking 3 wouldnt problem,36
0,hey u still gym,15
0,kate jackson rec center 7ish right,34
0,im nt goin got somethin unless meetin 4 dinner lor haha wonder go tis time,74
0,ok anybody asks abt u tel themp,31
0,time week ryan,14
0,always make things bigger,25
0,going wipro interview today,27
0,excellent ready moan scream ecstasy,35
0,ill call u 2mrw ninish address icky american freek wont stop callin 2 bad jen k eh,82
0,dare change ring,16
0,makes happy,11
1,loans purpose even bad credit tenants welcome call noworriesloanscom 08717111821,80
0,hey mr whats name bill brison book one language words,53
0,must come later normally bathe da afternoon mah,47
0,u really pig leh sleep much dad wake 10 smth 2 eat lunch today,62
1,please call 08712402578 immediately urgent message waiting,58
0,really need shit tomorrow know wont awake like 6,48
0,k wat tht incident,18
0,wish u feel alone,17
0,thankyou much call appreciate care,34
0,apart one told yesterday,24
0,truekdo u knw dis ltgt,22
0,dint tell anything angry told abi,33
1,thanks ringtone order reference t91 charged gbp 4 per week unsubscribe anytime calling customer services 09057039994,116
1,win newest “harry potter order phoenix book 5 reply harry answer 5 questions chance first among readers,103
0,hows street end library walk,28
0,baby promise treat well bet take good care,42
0,send new number,15
0,dont think get away trek long family town sorry,47
1,urgent call 09066350750 landline complimentary 4 ibiza holiday 10000 cash await collection sae tcs po box 434 sk3 8wp 150 ppm 18,128
0,good afternon love today hope good maybe interviews wake miss babe passionate kiss across sea,93
0,cha quiteamuzing thatscool babeprobpop cu satthen hunny 4brekkie love jen xxx psxtra lrg portions 4 please,107
0,making easy pay back ltgt yrs say pay back earlier get,54
0,oh really make air whats talent,31
0,sorry hurt,10
0,xam hall boy asked girl tell starting term dis answer den manage lot hesitation n lookin around silently said intha ponnungale ipaditan,135
0,arngd marriage u r walkin unfortuntly snake bites u bt love marriage dancing frnt snake amp sayin bite bite,107
0,wana plan trip sometme,22
0,interested like,15
0,dhoni luck win big titleso win,30
1,1 nokia tone 4 ur mob every week txt nok 87021 1st tone free get txtin tell ur friends 150ptone 16 reply hl 4info,113
0,read shame tell takes runs blame u 4 ever really 4 ever long time,65
0,ü collecting ur laptop going configure da settings izzit,56
0,im working technical support voice processnetworking field,58
0,operate ltgt,12
1,bored speed dating try speedchat txt speedchat 80155 dont like em txt swap get new chatter chat80155 pobox36504w45wq 150pmsg rcd 16,131
0,u think girl propose u today seing ur bloody funky shit fucking faceasssssholeeee,81
0,sad story man last week bday wife didnt wish parents forgot n kids went work even colleagues wish entered cabin pa said happy bday boss felt special askd 4 lunch lunch invited apartment went said u mind go bedroom minute ok sed sexy mood came 5 minuts latr wid caken wife parents kidz friends n colleagues screaming surprise waiting sofa naked,343
0,wishing beautiful day moment revealing even things keep smiling enjoy,69
0,may call later pls,18
1,u’ve bin awarded £50 play 4 instant cash call 08715203028 claim every 9th player wins min £50£500 optout 08718727870,116
1,hot live fantasies call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call,107
0,da good good playerwhy unsold,29
0,theoretically yeah could able come,34
0,cheers card time year already,29
0,yeah worse,10
